Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
3d5ca436,2024-04-24 19:00:00,Highway,Clear,Wet,Bicycle,Severe,3,5,Low
0ded0cd6,2024-04-24 20:00:00,Residential Zone,Fog,Dry,Bus,Moderate,3,1,High
466b03f6,2024-04-24 21:00:00,Suburbs,Storm,Icy,Bicycle,Severe,1,3,High
fb0f2946,2024-04-24 22:00:00,Suburbs,Rain,Wet,Truck,Minor,3,1,Low
4cc7409e,2024-04-24 23:00:00,Residential Zone,Snow,Icy,Bicycle,Fatal,1,4,High
6fb141ba,2024-04-25 00:00:00,Downtown,Snow,Under Construction,Bicycle,Moderate,1,2,Moderate
21ffc720,2024-04-25 01:00:00,Suburbs,Snow,Dry,Bicycle,Moderate,1,8,High
0189b817,2024-04-25 02:00:00,Downtown,Snow,Icy,Car,Fatal,4,9,Moderate
cdd2f678,2024-04-25 03:00:00,Industrial Area,Rain,Under Construction,Motorcycle,Severe,1,0,Low
2346eafb,2024-04-25 04:00:00,Suburbs,Snow,Icy,Bus,Minor,1,9,Low
2e628160,2024-04-25 05:00:00,Downtown,Storm,Wet,Truck,Severe,2,4,High
dc2a1a78,2024-04-25 06:00:00,Highway,Rain,Under Construction,Truck,Severe,2,9,Moderate
e4e0c46f,2024-04-25 07:00:00,Industrial Area,Clear,Icy,Car,Moderate,1,4,High
e9f5c60d,2024-04-25 08:00:00,Suburbs,Clear,Dry,Truck,Minor,1,4,High
f28cf83a,2024-04-25 09:00:00,Highway,Storm,Under Construction,Truck,Minor,3,7,Low
1b45687a,2024-04-25 10:00:00,Residential Zone,Clear,Wet,Car,Minor,3,5,Low
4f735d76,2024-04-25 11:00:00,Highway,Clear,Wet,Bicycle,Minor,4,6,High
259376a3,2024-04-25 12:00:00,Industrial Area,Snow,Dry,Truck,Fatal,1,6,High
b7b82143,2024-04-25 13:00:00,Suburbs,Fog,Under Construction,Bus,Minor,1,7,High
a361c12c,2024-04-25 14:00:00,Residential Zone,Snow,Icy,Motorcycle,Minor,4,2,High
b5cf8f8a,2024-04-25 15:00:00,Downtown,Snow,Wet,Car,Moderate,2,6,Moderate
8517773f,2024-04-25 16:00:00,Downtown,Snow,Icy,Truck,Moderate,1,2,Moderate
d2fe0216,2024-04-25 17:00:00,Highway,Clear,Under Construction,Car,Fatal,1,5,Moderate
26707da3,2024-04-25 18:00:00,Downtown,Rain,Icy,Bus,Minor,1,0,Low
82d150c9,2024-04-25 19:00:00,Residential Zone,Rain,Wet,Truck,Moderate,4,4,Low
be41e0ca,2024-04-25 20:00:00,Suburbs,Rain,Under Construction,Bus,Fatal,1,5,Low
2fada4d0,2024-04-25 21:00:00,Highway,Clear,Wet,Truck,Minor,3,7,Low
494b7536,2024-04-25 22:00:00,Highway,Rain,Under Construction,Car,Severe,1,0,High
0f8e31df,2024-04-25 23:00:00,Highway,Storm,Dry,Car,Fatal,2,0,Moderate
d8ebcf5c,2024-04-26 00:00:00,Downtown,Storm,Wet,Bus,Minor,2,7,Low
dc2b4bb9,2024-04-26 01:00:00,Industrial Area,Snow,Dry,Car,Fatal,4,3,High
5dcd9e25,2024-04-26 02:00:00,Industrial Area,Fog,Icy,Bicycle,Severe,1,1,Low
e6058120,2024-04-26 03:00:00,Industrial Area,Fog,Under Construction,Bus,Minor,1,7,High
d75d1461,2024-04-26 04:00:00,Suburbs,Fog,Wet,Bus,Moderate,4,6,High
98c2aa74,2024-04-26 05:00:00,Highway,Snow,Wet,Bus,Fatal,3,8,Low
73787d1c,2024-04-26 06:00:00,Highway,Rain,Icy,Bicycle,Severe,3,9,Low
234e4823,2024-04-26 07:00:00,Residential Zone,Snow,Under Construction,Motorcycle,Severe,3,3,High
9ff496d5,2024-04-26 08:00:00,Residential Zone,Rain,Dry,Bus,Fatal,3,8,High
97119189,2024-04-26 09:00:00,Residential Zone,Clear,Under Construction,Bus,Moderate,4,1,Low
0a5b7c8f,2024-04-26 10:00:00,Industrial Area,Rain,Wet,Bus,Fatal,3,9,Low
50f33305,2024-04-26 11:00:00,Downtown,Rain,Icy,Truck,Fatal,3,0,Low
412b7fd1,2024-04-26 12:00:00,Residential Zone,Fog,Icy,Truck,Moderate,1,4,High
3e6539fd,2024-04-26 13:00:00,Downtown,Clear,Wet,Car,Moderate,1,5,Low
94ede52b,2024-04-26 14:00:00,Highway,Rain,Dry,Motorcycle,Minor,4,2,Moderate
804a7512,2024-04-26 15:00:00,Suburbs,Fog,Dry,Car,Severe,2,3,Low
a4a828fc,2024-04-26 16:00:00,Residential Zone,Fog,Dry,Bus,Severe,3,2,Low
e08d9d1c,2024-04-26 17:00:00,Highway,Rain,Under Construction,Car,Moderate,3,8,Moderate
144d570e,2024-04-26 18:00:00,Suburbs,Storm,Dry,Bus,Moderate,3,3,Low
c23b4362,2024-04-26 19:00:00,Residential Zone,Storm,Wet,Motorcycle,Fatal,1,8,Low
b316aff6,2024-04-26 20:00:00,Suburbs,Snow,Under Construction,Bus,Moderate,4,5,Moderate
5319e85a,2024-04-26 21:00:00,Highway,Snow,Wet,Bus,Fatal,1,9,High
2d73c9d1,2024-04-26 22:00:00,Suburbs,Fog,Dry,Bus,Severe,3,2,Moderate
2affdcd3,2024-04-26 23:00:00,Residential Zone,Rain,Icy,Bicycle,Fatal,1,5,High
c87fa8f3,2024-04-27 00:00:00,Highway,Snow,Under Construction,Bicycle,Moderate,4,5,Moderate
526e5e32,2024-04-27 01:00:00,Residential Zone,Clear,Under Construction,Bicycle,Minor,2,1,Low
1b8c4098,2024-04-27 02:00:00,Residential Zone,Clear,Under Construction,Bicycle,Severe,3,7,Moderate
6c724fd3,2024-04-27 03:00:00,Suburbs,Snow,Under Construction,Bicycle,Minor,2,0,High
4e63c11d,2024-04-27 04:00:00,Downtown,Snow,Under Construction,Motorcycle,Severe,2,8,Low
608ebae8,2024-04-27 05:00:00,Industrial Area,Snow,Icy,Motorcycle,Fatal,4,7,High
6791f6a7,2024-04-27 06:00:00,Suburbs,Snow,Wet,Bus,Minor,4,4,Moderate
aa8a0eac,2024-04-27 07:00:00,Downtown,Snow,Under Construction,Truck,Moderate,1,4,High
6a94e543,2024-04-27 08:00:00,Residential Zone,Fog,Dry,Bicycle,Severe,2,5,Moderate
db7a791e,2024-04-27 09:00:00,Suburbs,Storm,Wet,Truck,Minor,2,4,Low
94277313,2024-04-27 10:00:00,Residential Zone,Storm,Wet,Bus,Minor,2,9,Moderate
cfec9ba3,2024-04-27 11:00:00,Residential Zone,Storm,Dry,Truck,Severe,3,5,High
befbeec6,2024-04-27 12:00:00,Highway,Snow,Under Construction,Bicycle,Fatal,3,5,Moderate
8b5567c3,2024-04-27 13:00:00,Highway,Snow,Icy,Car,Fatal,3,8,High
c2566120,2024-04-27 14:00:00,Downtown,Clear,Under Construction,Car,Fatal,3,6,Low
a60deb10,2024-04-27 15:00:00,Residential Zone,Snow,Under Construction,Motorcycle,Severe,4,0,High
5c04d7c7,2024-04-27 16:00:00,Industrial Area,Fog,Icy,Motorcycle,Fatal,3,2,High
cb1f78fd,2024-04-27 17:00:00,Downtown,Clear,Icy,Car,Fatal,2,7,Low
a0ecb463,2024-04-27 18:00:00,Highway,Rain,Under Construction,Truck,Minor,2,8,Moderate
76d18904,2024-04-27 19:00:00,Suburbs,Snow,Under Construction,Motorcycle,Severe,2,6,Moderate
cd087876,2024-04-27 20:00:00,Industrial Area,Fog,Dry,Bicycle,Severe,1,2,High
63df32fe,2024-04-27 21:00:00,Industrial Area,Rain,Dry,Bicycle,Severe,1,9,Low
2d5b779e,2024-04-27 22:00:00,Residential Zone,Rain,Dry,Bicycle,Moderate,1,4,Moderate
88881760,2024-04-27 23:00:00,Industrial Area,Clear,Icy,Truck,Severe,2,9,Moderate
b0b3bf3a,2024-04-28 00:00:00,Downtown,Fog,Dry,Bicycle,Severe,1,5,Moderate
cea8466b,2024-04-28 01:00:00,Highway,Snow,Under Construction,Motorcycle,Fatal,4,3,High
0268b331,2024-04-28 02:00:00,Residential Zone,Storm,Icy,Truck,Moderate,2,0,Low
64a73d18,2024-04-28 03:00:00,Highway,Rain,Dry,Truck,Minor,2,0,Low
13b68507,2024-04-28 04:00:00,Downtown,Rain,Under Construction,Motorcycle,Minor,1,7,High
3d869cf8,2024-04-28 05:00:00,Residential Zone,Clear,Under Construction,Car,Severe,3,0,Moderate
16bddfe1,2024-04-28 06:00:00,Downtown,Storm,Wet,Truck,Fatal,3,2,Low
1752d061,2024-04-28 07:00:00,Downtown,Storm,Under Construction,Car,Severe,1,8,Moderate
c5139000,2024-04-28 08:00:00,Industrial Area,Clear,Wet,Bicycle,Fatal,2,5,Moderate
1af7c95e,2024-04-28 09:00:00,Residential Zone,Clear,Wet,Bus,Severe,1,9,Low
3f64405c,2024-04-28 10:00:00,Industrial Area,Snow,Icy,Truck,Fatal,1,8,High
99c47b3b,2024-04-28 11:00:00,Industrial Area,Snow,Under Construction,Bus,Moderate,4,0,High
851b4666,2024-04-28 12:00:00,Downtown,Rain,Under Construction,Bicycle,Moderate,1,9,Low
640e04df,2024-04-28 13:00:00,Industrial Area,Fog,Icy,Truck,Minor,2,7,Moderate
5a9380b5,2024-04-28 14:00:00,Highway,Clear,Dry,Bus,Moderate,1,1,Moderate
b16c7867,2024-04-28 15:00:00,Industrial Area,Rain,Under Construction,Motorcycle,Fatal,2,9,Low
331ae6cf,2024-04-28 16:00:00,Residential Zone,Snow,Wet,Truck,Fatal,3,5,Low
5b6d4c5c,2024-04-28 17:00:00,Downtown,Snow,Dry,Bus,Severe,3,8,High
6fa0c1c9,2024-04-28 18:00:00,Residential Zone,Rain,Dry,Truck,Moderate,1,6,High
2cf8b520,2024-04-28 19:00:00,Residential Zone,Rain,Under Construction,Motorcycle,Moderate,4,9,Moderate
a33907d6,2024-04-28 20:00:00,Residential Zone,Fog,Under Construction,Bicycle,Severe,1,2,Low
6897349a,2024-04-28 21:00:00,Downtown,Clear,Under Construction,Motorcycle,Minor,4,9,Moderate
f4a820bd,2024-04-28 22:00:00,Residential Zone,Fog,Dry,Bicycle,Moderate,2,0,High
aee2593f,2024-04-28 23:00:00,Suburbs,Storm,Wet,Truck,Moderate,4,4,Moderate
2521104b,2024-04-29 00:00:00,Industrial Area,Rain,Under Construction,Car,Fatal,4,5,High
2b7af6fb,2024-04-29 01:00:00,Downtown,Storm,Dry,Motorcycle,Moderate,2,8,High
ff316224,2024-04-29 02:00:00,Downtown,Storm,Under Construction,Car,Fatal,3,5,Low
4c91200c,2024-04-29 03:00:00,Downtown,Rain,Under Construction,Truck,Severe,3,9,Moderate
dd605f07,2024-04-29 04:00:00,Industrial Area,Snow,Under Construction,Motorcycle,Minor,2,6,Low
c149ae57,2024-04-29 05:00:00,Downtown,Clear,Wet,Motorcycle,Moderate,1,7,High
d057aca9,2024-04-29 06:00:00,Downtown,Clear,Dry,Bus,Moderate,4,9,Low
8c4d363c,2024-04-29 07:00:00,Suburbs,Clear,Icy,Bus,Minor,3,5,High
88cb72d6,2024-04-29 08:00:00,Downtown,Snow,Dry,Car,Fatal,1,4,High
e4c45b4d,2024-04-29 09:00:00,Industrial Area,Rain,Dry,Car,Minor,4,2,Moderate
7be69959,2024-04-29 10:00:00,Residential Zone,Snow,Dry,Bicycle,Severe,3,6,High
82c0224a,2024-04-29 11:00:00,Suburbs,Fog,Wet,Truck,Severe,2,8,Moderate
a78189f4,2024-04-29 12:00:00,Downtown,Clear,Dry,Truck,Minor,1,3,Moderate
56b34354,2024-04-29 13:00:00,Downtown,Rain,Dry,Truck,Minor,2,3,High
c8c554f1,2024-04-29 14:00:00,Downtown,Storm,Icy,Truck,Minor,3,6,Moderate
550f2755,2024-04-29 15:00:00,Industrial Area,Fog,Under Construction,Bicycle,Moderate,4,6,Low
df43c594,2024-04-29 16:00:00,Industrial Area,Snow,Wet,Bicycle,Moderate,1,4,High
184db90d,2024-04-29 17:00:00,Industrial Area,Snow,Wet,Truck,Severe,3,2,Moderate
6d9df9e7,2024-04-29 18:00:00,Highway,Rain,Wet,Car,Moderate,3,9,High
f0dee3a6,2024-04-29 19:00:00,Suburbs,Storm,Under Construction,Motorcycle,Minor,1,6,High
e6c1161b,2024-04-29 20:00:00,Suburbs,Snow,Under Construction,Motorcycle,Moderate,3,0,High
b32f3c69,2024-04-29 21:00:00,Downtown,Storm,Under Construction,Motorcycle,Minor,2,0,Moderate
820d9499,2024-04-29 22:00:00,Suburbs,Clear,Dry,Car,Minor,4,7,High
ce760059,2024-04-29 23:00:00,Highway,Storm,Dry,Bicycle,Moderate,3,9,Low
df8aad0d,2024-04-30 00:00:00,Suburbs,Storm,Under Construction,Bus,Minor,4,5,High
b592eb12,2024-04-30 01:00:00,Highway,Rain,Icy,Car,Minor,2,6,Low
0fdd84d5,2024-04-30 02:00:00,Highway,Fog,Dry,Car,Moderate,4,9,Moderate
b7dab930,2024-04-30 03:00:00,Highway,Clear,Under Construction,Car,Minor,3,6,Low
886d907b,2024-04-30 04:00:00,Industrial Area,Storm,Dry,Bicycle,Severe,1,9,High
bf0a477c,2024-04-30 05:00:00,Suburbs,Rain,Wet,Bicycle,Minor,3,9,High
c166717c,2024-04-30 06:00:00,Industrial Area,Clear,Icy,Motorcycle,Moderate,2,8,High
f86c551c,2024-04-30 07:00:00,Residential Zone,Fog,Dry,Motorcycle,Moderate,1,3,Low
8fd6adf7,2024-04-30 08:00:00,Downtown,Snow,Dry,Truck,Moderate,1,7,High
8dd5f572,2024-04-30 09:00:00,Downtown,Clear,Wet,Bus,Fatal,4,4,Moderate
42402a21,2024-04-30 10:00:00,Downtown,Clear,Icy,Bicycle,Fatal,1,4,Moderate
a16ea9eb,2024-04-30 11:00:00,Highway,Clear,Wet,Motorcycle,Severe,3,8,High
613d63e5,2024-04-30 12:00:00,Highway,Clear,Under Construction,Bicycle,Minor,2,9,Moderate
5a5c7d08,2024-04-30 13:00:00,Residential Zone,Rain,Icy,Bicycle,Moderate,4,7,High
dcc07918,2024-04-30 14:00:00,Highway,Clear,Under Construction,Bus,Moderate,3,6,Moderate
d4bc22e5,2024-04-30 15:00:00,Residential Zone,Rain,Under Construction,Truck,Severe,4,0,High
780b97dd,2024-04-30 16:00:00,Residential Zone,Storm,Dry,Bicycle,Moderate,3,8,Moderate
13181368,2024-04-30 17:00:00,Residential Zone,Clear,Wet,Truck,Fatal,1,7,Low
7704aa8e,2024-04-30 18:00:00,Highway,Clear,Under Construction,Car,Moderate,3,2,Low
af497e87,2024-04-30 19:00:00,Suburbs,Rain,Under Construction,Bus,Moderate,1,8,Moderate
d7dcbf85,2024-04-30 20:00:00,Downtown,Storm,Icy,Bus,Severe,3,3,High
a74c6adb,2024-04-30 21:00:00,Highway,Rain,Under Construction,Bus,Severe,1,1,Low
1df0f1b0,2024-04-30 22:00:00,Highway,Fog,Under Construction,Bus,Fatal,3,4,Low
d6d7445b,2024-04-30 23:00:00,Downtown,Snow,Wet,Bicycle,Fatal,3,1,Moderate
6d34c702,2024-05-01 00:00:00,Industrial Area,Storm,Wet,Car,Moderate,1,6,Low
af38726c,2024-05-01 01:00:00,Suburbs,Snow,Under Construction,Bicycle,Fatal,3,7,Low
0f0667a3,2024-05-01 02:00:00,Suburbs,Storm,Icy,Motorcycle,Minor,3,3,Moderate
9e541616,2024-05-01 03:00:00,Highway,Snow,Under Construction,Bicycle,Severe,4,0,Moderate
6b30ffe1,2024-05-01 04:00:00,Industrial Area,Snow,Under Construction,Truck,Moderate,1,2,Moderate
d82eebb8,2024-05-01 05:00:00,Suburbs,Rain,Icy,Bicycle,Fatal,3,4,High
2fa18db6,2024-05-01 06:00:00,Suburbs,Clear,Dry,Truck,Minor,4,7,Low
7bd73b6a,2024-05-01 07:00:00,Highway,Rain,Under Construction,Truck,Severe,1,9,Moderate
7b7217dd,2024-05-01 08:00:00,Residential Zone,Snow,Under Construction,Car,Moderate,3,4,High
7d3e89ce,2024-05-01 09:00:00,Highway,Snow,Wet,Motorcycle,Fatal,3,8,Low
6ae3608d,2024-05-01 10:00:00,Highway,Snow,Icy,Bus,Minor,2,4,High
b156ce39,2024-05-01 11:00:00,Downtown,Rain,Under Construction,Motorcycle,Severe,4,0,Low
f2c311fc,2024-05-01 12:00:00,Suburbs,Storm,Icy,Bicycle,Minor,1,1,High
473eafc1,2024-05-01 13:00:00,Downtown,Fog,Icy,Motorcycle,Moderate,3,0,Low
8bb68f34,2024-05-01 14:00:00,Industrial Area,Rain,Under Construction,Car,Minor,3,8,Low
7f67e6ba,2024-05-01 15:00:00,Suburbs,Storm,Wet,Bicycle,Severe,2,4,Moderate
e3b28c7f,2024-05-01 16:00:00,Highway,Clear,Wet,Car,Minor,4,1,Low
0a88fe3f,2024-05-01 17:00:00,Residential Zone,Rain,Wet,Bicycle,Minor,4,6,Low
9dbdd56c,2024-05-01 18:00:00,Suburbs,Clear,Dry,Bus,Moderate,2,7,Low
e79ca01b,2024-05-01 19:00:00,Industrial Area,Fog,Under Construction,Bicycle,Fatal,1,6,High
ed6b7eb9,2024-05-01 20:00:00,Industrial Area,Storm,Under Construction,Motorcycle,Severe,4,4,Moderate
69f44796,2024-05-01 21:00:00,Downtown,Storm,Icy,Bicycle,Fatal,1,4,Low
92125c10,2024-05-01 22:00:00,Suburbs,Fog,Dry,Motorcycle,Minor,1,6,Moderate
51bbae67,2024-05-01 23:00:00,Highway,Storm,Dry,Car,Moderate,1,1,High
04d9ff46,2024-05-02 00:00:00,Suburbs,Rain,Icy,Truck,Fatal,2,6,High
70ba6b4b,2024-05-02 01:00:00,Residential Zone,Rain,Dry,Motorcycle,Severe,1,2,High
2112c5fc,2024-05-02 02:00:00,Residential Zone,Clear,Under Construction,Motorcycle,Fatal,3,2,High
507d294f,2024-05-02 03:00:00,Residential Zone,Clear,Wet,Bicycle,Minor,2,7,Moderate
4cfb86c0,2024-05-02 04:00:00,Industrial Area,Storm,Icy,Bus,Severe,4,8,Moderate
78676c68,2024-05-02 05:00:00,Suburbs,Fog,Icy,Motorcycle,Severe,2,9,Low
97eae94c,2024-05-02 06:00:00,Suburbs,Storm,Wet,Bicycle,Severe,2,6,High
4db0d9cd,2024-05-02 07:00:00,Downtown,Snow,Dry,Motorcycle,Moderate,3,3,High
74ab88dd,2024-05-02 08:00:00,Downtown,Clear,Under Construction,Bicycle,Minor,3,1,High
c2472f12,2024-05-02 09:00:00,Industrial Area,Rain,Icy,Bus,Severe,2,6,Low
dbcb310c,2024-05-02 10:00:00,Highway,Storm,Icy,Bicycle,Minor,4,7,Low
18145d19,2024-05-02 11:00:00,Highway,Rain,Dry,Bus,Severe,3,5,High
f74c9117,2024-05-02 12:00:00,Residential Zone,Fog,Wet,Bicycle,Minor,2,8,High
e89398b6,2024-05-02 13:00:00,Downtown,Rain,Wet,Bicycle,Moderate,2,0,Low
4e58bb9a,2024-05-02 14:00:00,Suburbs,Fog,Icy,Bicycle,Fatal,3,5,Moderate
16b5c32a,2024-05-02 15:00:00,Residential Zone,Storm,Dry,Truck,Fatal,4,5,Moderate
cb646427,2024-05-02 16:00:00,Highway,Fog,Icy,Bicycle,Moderate,1,7,Low
d421ac00,2024-05-02 17:00:00,Highway,Clear,Dry,Bicycle,Severe,4,9,High
5d8b3893,2024-05-02 18:00:00,Residential Zone,Clear,Dry,Truck,Minor,2,4,High
5128677f,2024-05-02 19:00:00,Downtown,Snow,Dry,Truck,Moderate,4,2,High
f36a9d87,2024-05-02 20:00:00,Downtown,Clear,Under Construction,Truck,Minor,4,4,Low
3136c157,2024-05-02 21:00:00,Highway,Snow,Icy,Motorcycle,Moderate,2,9,Low
0fe597d2,2024-05-02 22:00:00,Residential Zone,Storm,Icy,Bus,Severe,4,7,Moderate
2c62d487,2024-05-02 23:00:00,Residential Zone,Rain,Dry,Truck,Severe,4,3,High
5e602a82,2024-05-03 00:00:00,Highway,Clear,Dry,Truck,Fatal,2,5,Low
b0365038,2024-05-03 01:00:00,Downtown,Fog,Under Construction,Bicycle,Fatal,2,7,Moderate
a2d56455,2024-05-03 02:00:00,Residential Zone,Fog,Under Construction,Car,Fatal,1,3,Moderate
e182ec31,2024-05-03 03:00:00,Suburbs,Clear,Under Construction,Bicycle,Minor,3,9,Moderate
50f33152,2024-05-03 04:00:00,Downtown,Fog,Under Construction,Bicycle,Minor,2,4,Low
aa9eebd9,2024-05-03 05:00:00,Suburbs,Clear,Under Construction,Car,Fatal,1,9,Moderate
4cf8d30c,2024-05-03 06:00:00,Highway,Fog,Dry,Truck,Severe,4,9,Moderate
3da0ce9c,2024-05-03 07:00:00,Industrial Area,Rain,Icy,Truck,Minor,3,5,Moderate
36f09bd7,2024-05-03 08:00:00,Highway,Clear,Wet,Bicycle,Severe,4,9,Moderate
eee5179a,2024-05-03 09:00:00,Highway,Rain,Under Construction,Bus,Moderate,4,3,Moderate
f5a3d983,2024-05-03 10:00:00,Industrial Area,Rain,Dry,Car,Minor,2,1,Moderate
b326edcd,2024-05-03 11:00:00,Suburbs,Clear,Icy,Car,Severe,4,0,Low
49165d0e,2024-05-03 12:00:00,Downtown,Storm,Dry,Bus,Fatal,2,4,High
552668ed,2024-05-03 13:00:00,Downtown,Snow,Dry,Motorcycle,Minor,2,8,Moderate
7d8910df,2024-05-03 14:00:00,Suburbs,Snow,Wet,Bus,Minor,2,3,Low
8386e50c,2024-05-03 15:00:00,Downtown,Snow,Icy,Motorcycle,Severe,1,0,High
daf81010,2024-05-03 16:00:00,Industrial Area,Storm,Wet,Car,Fatal,1,2,Moderate
7f58bd91,2024-05-03 17:00:00,Highway,Storm,Icy,Truck,Moderate,1,8,High
0fa659ae,2024-05-03 18:00:00,Highway,Rain,Dry,Car,Fatal,4,1,High
dd47de42,2024-05-03 19:00:00,Downtown,Rain,Icy,Bicycle,Moderate,2,8,Low
d5e836fa,2024-05-03 20:00:00,Suburbs,Snow,Wet,Bus,Severe,3,7,High
5f0a0b15,2024-05-03 21:00:00,Suburbs,Storm,Dry,Car,Fatal,3,4,Low
d69c83bd,2024-05-03 22:00:00,Suburbs,Storm,Under Construction,Motorcycle,Fatal,4,8,Moderate
036d4f08,2024-05-03 23:00:00,Suburbs,Fog,Under Construction,Bicycle,Minor,4,4,High
ee0e5948,2024-05-04 00:00:00,Suburbs,Clear,Dry,Bus,Minor,2,1,Moderate
c82fe9f6,2024-05-04 01:00:00,Downtown,Storm,Dry,Bicycle,Minor,2,2,Moderate
e10f7d8d,2024-05-04 02:00:00,Industrial Area,Snow,Dry,Car,Severe,3,0,High
0d3e1f2e,2024-05-04 03:00:00,Downtown,Fog,Wet,Car,Severe,4,8,Moderate
d7b4a035,2024-05-04 04:00:00,Residential Zone,Storm,Wet,Truck,Moderate,3,7,High
af513459,2024-05-04 05:00:00,Residential Zone,Clear,Icy,Motorcycle,Severe,4,3,High
137b31ff,2024-05-04 06:00:00,Residential Zone,Clear,Dry,Motorcycle,Minor,4,7,Moderate
6854c3ca,2024-05-04 07:00:00,Suburbs,Rain,Wet,Car,Fatal,4,8,High
0268bf04,2024-05-04 08:00:00,Highway,Fog,Icy,Car,Moderate,2,2,High
d2f1b9ab,2024-05-04 09:00:00,Industrial Area,Rain,Dry,Bus,Severe,2,0,High
3574b865,2024-05-04 10:00:00,Highway,Rain,Icy,Motorcycle,Moderate,3,1,Moderate
48f65c71,2024-05-04 11:00:00,Industrial Area,Clear,Icy,Truck,Moderate,4,2,Low
cd38a264,2024-05-04 12:00:00,Suburbs,Rain,Wet,Bicycle,Fatal,2,1,High
55af14e7,2024-05-04 13:00:00,Downtown,Snow,Dry,Bicycle,Fatal,1,9,Low
8affbb20,2024-05-04 14:00:00,Industrial Area,Clear,Icy,Bicycle,Severe,4,8,Moderate
647e72b4,2024-05-04 15:00:00,Downtown,Fog,Dry,Motorcycle,Fatal,2,1,High
b0049d82,2024-05-04 16:00:00,Suburbs,Fog,Dry,Truck,Moderate,1,8,High
71949863,2024-05-04 17:00:00,Industrial Area,Snow,Dry,Bus,Severe,2,9,Low
094e5645,2024-05-04 18:00:00,Industrial Area,Storm,Icy,Bicycle,Fatal,1,0,Low
14f81d82,2024-05-04 19:00:00,Highway,Snow,Wet,Motorcycle,Severe,1,9,Moderate
443cbc4d,2024-05-04 20:00:00,Highway,Fog,Under Construction,Bicycle,Severe,2,3,Moderate
5451e49e,2024-05-04 21:00:00,Highway,Fog,Dry,Truck,Moderate,2,8,Low
796b99e3,2024-05-04 22:00:00,Residential Zone,Clear,Icy,Motorcycle,Severe,2,2,Low
3757fa5f,2024-05-04 23:00:00,Industrial Area,Rain,Wet,Bus,Minor,2,8,High
326ec119,2024-05-05 00:00:00,Highway,Snow,Under Construction,Bicycle,Moderate,3,6,Low
e9ecf00b,2024-05-05 01:00:00,Suburbs,Snow,Under Construction,Bus,Moderate,4,5,High
ebaa4e59,2024-05-05 02:00:00,Residential Zone,Rain,Dry,Motorcycle,Severe,3,3,Moderate
c1ca3e89,2024-05-05 03:00:00,Suburbs,Clear,Icy,Motorcycle,Severe,2,3,High
1385180a,2024-05-05 04:00:00,Highway,Fog,Wet,Car,Fatal,4,1,High
b24fe7fa,2024-05-05 05:00:00,Highway,Storm,Icy,Truck,Moderate,4,6,Low
c4a3b613,2024-05-05 06:00:00,Highway,Storm,Under Construction,Truck,Moderate,3,7,High
16be30a7,2024-05-05 07:00:00,Highway,Snow,Dry,Bus,Moderate,3,7,High
a92d9458,2024-05-05 08:00:00,Suburbs,Clear,Icy,Truck,Moderate,2,0,Moderate
4e969c1c,2024-05-05 09:00:00,Downtown,Fog,Dry,Bus,Minor,1,5,High
b4c379e1,2024-05-05 10:00:00,Suburbs,Clear,Dry,Bicycle,Fatal,1,4,Low
7b0bd71e,2024-05-05 11:00:00,Industrial Area,Snow,Under Construction,Bicycle,Severe,3,9,Moderate
9d6e02f0,2024-05-05 12:00:00,Highway,Clear,Icy,Bicycle,Fatal,2,0,Moderate
f74e3a1d,2024-05-05 13:00:00,Industrial Area,Snow,Dry,Bicycle,Severe,1,7,High
f1713a21,2024-05-05 14:00:00,Downtown,Snow,Dry,Bus,Fatal,2,4,High
ac553731,2024-05-05 15:00:00,Industrial Area,Clear,Under Construction,Bicycle,Fatal,3,8,High
2424c963,2024-05-05 16:00:00,Highway,Snow,Icy,Car,Severe,1,5,High
00778daf,2024-05-05 17:00:00,Residential Zone,Snow,Icy,Motorcycle,Severe,3,3,High
de4cf61c,2024-05-05 18:00:00,Suburbs,Fog,Icy,Motorcycle,Fatal,1,7,High
dced2de6,2024-05-05 19:00:00,Highway,Storm,Wet,Motorcycle,Severe,1,7,High
07d7f615,2024-05-05 20:00:00,Industrial Area,Storm,Icy,Truck,Minor,4,8,High
339a852d,2024-05-05 21:00:00,Highway,Fog,Under Construction,Bus,Minor,4,1,High
75f2eec6,2024-05-05 22:00:00,Downtown,Storm,Icy,Truck,Severe,4,7,Low
1a34b56d,2024-05-05 23:00:00,Industrial Area,Storm,Under Construction,Car,Severe,4,1,Low
cf44d93f,2024-05-06 00:00:00,Industrial Area,Fog,Dry,Bus,Moderate,1,7,Low
4d59be5a,2024-05-06 01:00:00,Downtown,Snow,Wet,Car,Moderate,4,1,Low
8e961ebf,2024-05-06 02:00:00,Industrial Area,Clear,Dry,Bus,Moderate,3,7,High
cebd173d,2024-05-06 03:00:00,Industrial Area,Storm,Under Construction,Car,Fatal,1,2,High
f17f8019,2024-05-06 04:00:00,Industrial Area,Storm,Dry,Motorcycle,Severe,4,9,Low
2e21aff4,2024-05-06 05:00:00,Residential Zone,Storm,Icy,Car,Moderate,4,1,Moderate
862a374a,2024-05-06 06:00:00,Residential Zone,Snow,Icy,Bus,Minor,2,3,High
