Sale_ID,Product_ID,Store_ID,Sale_Date,Quantity_Sold,Revenue
520f254b,P001,S104,2030-09-11,301,16830
87acfc8a,P001,S102,2030-09-12,326,10591
d3a5f862,P001,S103,2030-09-13,244,21231
44304c1c,P004,S101,2030-09-14,371,46445
4b20293d,P001,S102,2030-09-15,11,8124
e21f531e,P005,S104,2030-09-16,444,2254
920da3e7,P001,S103,2030-09-17,18,43033
4529a96e,P002,S102,2030-09-18,253,2022
05477d61,P003,S103,2030-09-19,57,34870
1ffcf240,P003,S101,2030-09-20,185,16712
af2e140a,P003,S104,2030-09-21,382,42603
8c885dfb,P005,S101,2030-09-22,478,28533
dbcd5dfd,P005,S101,2030-09-23,101,43830
ec2d537e,P002,S101,2030-09-24,456,25115
ace897ad,P004,S104,2030-09-25,16,33742
000d012c,P001,S103,2030-09-26,31,30216
cea60fe9,P003,S103,2030-09-27,303,30607
58ea95d0,P004,S102,2030-09-28,399,7215
ad42e021,P005,S102,2030-09-29,174,9572
b4eaa68d,P005,S103,2030-09-30,307,33117
5a51f9b0,P001,S104,2030-10-01,299,21198
6a84598d,P002,S101,2030-10-02,37,36504
6a1488b8,P003,S101,2030-10-03,134,24755
8c6298f1,P003,S104,2030-10-04,103,28965
703fc513,P001,S104,2030-10-05,289,22504
0caf1a1e,P001,S104,2030-10-06,218,10651
088ece8c,P005,S104,2030-10-07,401,5262
10d9da97,P002,S104,2030-10-08,302,6462
77ccf51e,P001,S104,2030-10-09,162,23269
2385e012,P004,S101,2030-10-10,248,30014
6b92183d,P005,S101,2030-10-11,81,21418
50a9615e,P002,S101,2030-10-12,109,4140
3b692b18,P004,S104,2030-10-13,16,40246
c4838558,P002,S101,2030-10-14,145,29404
5c879aa9,P002,S102,2030-10-15,196,34504
bc8991d7,P004,S102,2030-10-16,448,7976
7bae0c7a,P003,S103,2030-10-17,103,20267
4e328ff2,P004,S104,2030-10-18,10,13845
f3a275c5,P005,S101,2030-10-19,77,48769
10128554,P003,S103,2030-10-20,381,21253
a8b84e8a,P003,S104,2030-10-21,194,47205
1843a93f,P001,S103,2030-10-22,57,31296
c01f7ba3,P003,S101,2030-10-23,160,23434
5f639706,P004,S102,2030-10-24,215,39114
83b5bfce,P001,S102,2030-10-25,89,37055
47a16ffe,P001,S101,2030-10-26,481,10753
c4118598,P005,S103,2030-10-27,199,19982
28a3fb73,P004,S103,2030-10-28,266,33672
d9f7541d,P002,S101,2030-10-29,272,21781
65237e39,P004,S101,2030-10-30,319,33337
05128f66,P001,S102,2030-10-31,32,47229
1c496ad2,P005,S102,2030-11-01,258,39877
7006d944,P005,S104,2030-11-02,143,11712
67acea41,P003,S101,2030-11-03,166,30712
c043fdd2,P005,S102,2030-11-04,408,30171
ae29c66b,P001,S103,2030-11-05,380,26049
1b8943a7,P005,S102,2030-11-06,386,18510
144db219,P002,S101,2030-11-07,173,4077
26390d1a,P001,S101,2030-11-08,321,10809
fc15c251,P001,S102,2030-11-09,166,12749
8f434198,P003,S104,2030-11-10,217,14207
8c0e20d8,P002,S101,2030-11-11,169,31347
087f7144,P005,S104,2030-11-12,298,33550
53eb8b91,P002,S103,2030-11-13,267,7950
778536bd,P005,S102,2030-11-14,209,1338
2f22185d,P004,S102,2030-11-15,381,24670
340b2538,P005,S104,2030-11-16,332,41116
88b3da0c,P004,S102,2030-11-17,385,11525
167d9eba,P002,S103,2030-11-18,395,37614
1ecfcd53,P002,S102,2030-11-19,449,27697
e0c41473,P001,S101,2030-11-20,408,24826
91db405c,P002,S103,2030-11-21,46,41197
02c65b81,P002,S104,2030-11-22,223,5967
ce51269c,P004,S104,2030-11-23,145,30288
902d24fd,P005,S103,2030-11-24,27,44969
f1725770,P005,S104,2030-11-25,429,42605
4b00888f,P001,S103,2030-11-26,428,47156
437fbb3f,P005,S101,2030-11-27,118,32280
8adf4f2e,P002,S104,2030-11-28,253,12053
a1dcc26e,P002,S102,2030-11-29,40,26097
8110869b,P002,S101,2030-11-30,352,47305
90fd60cf,P001,S102,2030-12-01,196,1071
33bc1bbe,P004,S103,2030-12-02,288,40920
adae77e9,P001,S102,2030-12-03,59,8736
c3cb5392,P001,S104,2030-12-04,248,44000
a429975a,P003,S102,2030-12-05,133,13185
e4cdea10,P003,S104,2030-12-06,411,23737
cc913984,P004,S102,2030-12-07,337,34116
9886651b,P001,S104,2030-12-08,111,47220
242f7a76,P004,S104,2030-12-09,128,1324
fcb633f8,P003,S104,2030-12-10,378,11657
7d52ba2f,P001,S101,2030-12-11,396,36778
96247853,P003,S102,2030-12-12,329,15032
859833ab,P001,S102,2030-12-13,332,46004
2494fe3f,P002,S101,2030-12-14,423,18463
f03fd523,P005,S104,2030-12-15,443,3024
7e39a1be,P005,S103,2030-12-16,426,9639
d79df0f1,P003,S103,2030-12-17,83,48598
5c0e6941,P002,S101,2030-12-18,25,5678
2702a37f,P001,S102,2030-12-19,210,33871
d43d55d3,P003,S104,2030-12-20,471,48339
1fa26db4,P004,S102,2030-12-21,252,15439
0e0268c2,P004,S104,2030-12-22,325,27232
8c95460e,P005,S103,2030-12-23,248,5629
dec7cde5,P005,S102,2030-12-24,267,32555
05f0ddb9,P002,S101,2030-12-25,100,26537
b41145d0,P004,S102,2030-12-26,279,38110
8e4277c8,P002,S102,2030-12-27,82,26522
c2e0d660,P005,S102,2030-12-28,128,48823
a4743024,P001,S101,2030-12-29,353,49113
8d97f373,P005,S101,2030-12-30,351,28075
28ecd930,P001,S102,2030-12-31,143,26690
1391281a,P003,S104,2031-01-01,21,46522
4170daac,P002,S103,2031-01-02,473,13408
d19fe73e,P001,S101,2031-01-03,105,6821
b97d4186,P004,S104,2031-01-04,117,6129
fa4461e9,P002,S102,2031-01-05,157,42861
feb5a9a0,P003,S102,2031-01-06,85,16403
58ca5e88,P002,S104,2031-01-07,192,13498
e6e2d911,P005,S103,2031-01-08,409,25904
41fdc275,P004,S102,2031-01-09,372,43778
249b5da8,P002,S104,2031-01-10,191,21927
971f8c58,P002,S103,2031-01-11,258,2073
14d0a8a7,P005,S104,2031-01-12,44,34816
776a2719,P005,S101,2031-01-13,84,46765
28309bdb,P004,S101,2031-01-14,248,49464
f943ddc7,P002,S102,2031-01-15,69,41306
33708cc8,P005,S101,2031-01-16,48,4883
114649fa,P003,S101,2031-01-17,149,8469
3585620a,P005,S101,2031-01-18,75,49247
d48b6cd8,P003,S101,2031-01-19,110,37924
f36d8a23,P002,S102,2031-01-20,459,37366
9df359e9,P003,S103,2031-01-21,145,27365
039ee832,P002,S103,2031-01-22,28,25145
d32a5b39,P001,S102,2031-01-23,331,26789
30c0ffa3,P002,S103,2031-01-24,45,10393
6fb35265,P004,S104,2031-01-25,147,8565
a5ec7914,P005,S103,2031-01-26,264,8543
4cbd849e,P003,S102,2031-01-27,148,28922
de07ae55,P005,S103,2031-01-28,425,11244
2f1d1304,P001,S101,2031-01-29,162,3011
fa14bc76,P004,S103,2031-01-30,259,4684
ef29a4e6,P001,S103,2031-01-31,169,9406
7327cb20,P001,S104,2031-02-01,192,7164
f0c78c53,P004,S102,2031-02-02,349,3205
f3e2880e,P004,S104,2031-02-03,351,32032
0b08af4b,P004,S104,2031-02-04,33,5188
40f44753,P001,S101,2031-02-05,113,3342
da5285eb,P003,S101,2031-02-06,367,17741
eb3e5543,P005,S101,2031-02-07,437,48359
131d1da6,P001,S104,2031-02-08,98,1008
ff180c86,P002,S103,2031-02-09,160,4778
a724492c,P001,S101,2031-02-10,472,2832
fd4e5e9a,P005,S101,2031-02-11,362,47372
9bc315dd,P002,S104,2031-02-12,362,16638
6ba7f110,P005,S102,2031-02-13,93,20932
65791571,P004,S104,2031-02-14,352,46341
66d4c2c5,P004,S104,2031-02-15,128,49475
3bb33639,P001,S104,2031-02-16,183,28934
452ba584,P004,S103,2031-02-17,475,42834
c7a8653b,P005,S103,2031-02-18,83,25066
2c19398c,P005,S101,2031-02-19,155,43870
cc7f5777,P001,S101,2031-02-20,179,22409
7846e636,P003,S104,2031-02-21,424,45335
67d3cd8c,P004,S103,2031-02-22,189,48877
bc25d0ce,P001,S102,2031-02-23,178,27480
4162bb8a,P002,S101,2031-02-24,321,47380
b1eb8da7,P003,S101,2031-02-25,92,45240
3b028f1b,P004,S101,2031-02-26,89,49085
405b9c6d,P005,S104,2031-02-27,407,45731
aae70d30,P004,S101,2031-02-28,113,17630
6c3bf019,P003,S103,2031-03-01,447,35819
0f3ed54f,P003,S102,2031-03-02,184,26395
68aa34dc,P002,S103,2031-03-03,483,24020
365272c2,P002,S102,2031-03-04,48,28063
ef730649,P001,S101,2031-03-05,369,15304
4d6f9d91,P001,S102,2031-03-06,316,5765
93356858,P001,S104,2031-03-07,292,12011
495f1afa,P002,S104,2031-03-08,18,7364
76b35ddf,P005,S102,2031-03-09,287,49382
f99d2113,P005,S102,2031-03-10,250,48758
cfad6e08,P003,S101,2031-03-11,128,23240
63e949cb,P001,S101,2031-03-12,475,34569
c7a41a97,P001,S103,2031-03-13,372,25812
e63bd53a,P001,S103,2031-03-14,163,28910
f7b93fe8,P004,S101,2031-03-15,389,41376
fa13fa02,P003,S103,2031-03-16,390,48653
b4957669,P002,S101,2031-03-17,210,11606
f9982f00,P001,S102,2031-03-18,134,48811
2a7c19a5,P005,S102,2031-03-19,76,15156
a07144bc,P003,S104,2031-03-20,301,24244
02743c31,P002,S102,2031-03-21,370,30996
08f927df,P005,S101,2031-03-22,456,13411
1f3d1398,P005,S101,2031-03-23,313,14029
e32ae28c,P002,S104,2031-03-24,354,40474
1c9cc8f8,P002,S103,2031-03-25,266,29126
14056767,P003,S103,2031-03-26,379,22675
34dbf83d,P001,S101,2031-03-27,389,46433
fdb3a7ee,P002,S104,2031-03-28,286,18210
66a428d4,P003,S103,2031-03-29,84,36614
ddd15c72,P005,S103,2031-03-30,275,39825
1021c9e2,P001,S101,2031-03-31,123,7524
3c44fb1f,P004,S103,2031-04-01,442,31550
39a21a34,P002,S103,2031-04-02,145,13577
e806ea0d,P005,S103,2031-04-03,174,20470
46b91a67,P003,S101,2031-04-04,410,14743
baa05be3,P005,S102,2031-04-05,202,14560
7e6d9c8d,P004,S103,2031-04-06,323,18943
2f982914,P001,S103,2031-04-07,242,27580
3819d24c,P005,S102,2031-04-08,209,18984
4abc911d,P003,S104,2031-04-09,446,31188
8970cf79,P005,S102,2031-04-10,418,9258
4502b169,P002,S101,2031-04-11,449,47632
1de43bb8,P001,S102,2031-04-12,254,23979
a062e2c1,P002,S104,2031-04-13,493,45325
64b454d9,P004,S104,2031-04-14,117,29940
629fdcb8,P002,S104,2031-04-15,308,37868
d4a11444,P002,S101,2031-04-16,322,13066
68409203,P002,S102,2031-04-17,114,31608
56054ba8,P004,S102,2031-04-18,377,5064
b6af4377,P001,S103,2031-04-19,148,18692
95ec44f5,P002,S101,2031-04-20,58,14334
cd5c10c0,P004,S102,2031-04-21,42,9242
ff6b4bfb,P004,S104,2031-04-22,304,12160
e6649a2b,P004,S103,2031-04-23,426,46953
05d22487,P002,S101,2031-04-24,189,23009
97a73789,P004,S104,2031-04-25,45,42484
3e841996,P002,S103,2031-04-26,392,27116
c3638e59,P001,S104,2031-04-27,401,1500
d4d1e368,P002,S101,2031-04-28,495,3784
8ce28181,P004,S101,2031-04-29,385,3895
872d2f37,P004,S101,2031-04-30,435,9769
b8c04519,P005,S103,2031-05-01,397,16956
e21da0af,P001,S101,2031-05-02,26,4332
d92ee3d3,P003,S101,2031-05-03,290,17805
381383f5,P002,S104,2031-05-04,301,15970
045f62cc,P003,S102,2031-05-05,141,17990
67b63834,P001,S101,2031-05-06,157,5662
e901f363,P001,S102,2031-05-07,339,7257
a7500cb0,P005,S101,2031-05-08,136,49532
e7330cbc,P002,S104,2031-05-09,266,35978
73ff8431,P001,S104,2031-05-10,355,32566
1122cedb,P001,S103,2031-05-11,313,40995
9c92a0d7,P002,S104,2031-05-12,313,9332
89c3e038,P002,S102,2031-05-13,403,35770
4e0602e2,P002,S102,2031-05-14,419,23478
c8d27b2a,P003,S103,2031-05-15,349,49294
bc10ca5b,P002,S101,2031-05-16,277,18518
239e4b12,P004,S102,2031-05-17,99,8609
82370466,P002,S101,2031-05-18,148,19240
70ac5aa9,P001,S104,2031-05-19,241,43242
63d80653,P004,S101,2031-05-20,290,34976
3d4a9f41,P003,S104,2031-05-21,14,49810
129aa66d,P004,S102,2031-05-22,409,21460
879b3299,P002,S101,2031-05-23,161,28647
c4e5c177,P002,S102,2031-05-24,274,47810
204e3eb2,P001,S102,2031-05-25,415,20580
8e65a99d,P005,S103,2031-05-26,181,3190
d1b748ab,P002,S104,2031-05-27,455,30868
1697b0f5,P003,S104,2031-05-28,178,33726
3fe44c25,P004,S103,2031-05-29,112,13510
f05160c5,P001,S102,2031-05-30,169,9021
93e5d83c,P001,S102,2031-05-31,397,48844
7068f5b2,P003,S101,2031-06-01,410,32040
a9e8e8f2,P003,S101,2031-06-02,190,42818
5b3ad4fc,P003,S104,2031-06-03,364,20973
e47fd260,P001,S101,2031-06-04,157,36675
e7c1f606,P001,S101,2031-06-05,28,43816
d7ad2c4b,P004,S104,2031-06-06,184,20430
906bb535,P001,S101,2031-06-07,32,18036
20c3332a,P001,S103,2031-06-08,133,40139
097a4a5c,P004,S101,2031-06-09,426,12709
bc3c9603,P001,S103,2031-06-10,146,41601
e462a775,P001,S102,2031-06-11,359,18833
11233aab,P003,S104,2031-06-12,488,37757
b250e1c1,P004,S103,2031-06-13,366,11171
9653ce64,P002,S104,2031-06-14,280,44577
b9d53437,P003,S104,2031-06-15,158,9166
d939ee31,P002,S103,2031-06-16,237,29234
72980f8b,P003,S101,2031-06-17,352,27924
2bd2fe9a,P003,S101,2031-06-18,429,12886
5fced05b,P002,S104,2031-06-19,387,37842
f4286cd1,P004,S102,2031-06-20,11,42703
abb30297,P004,S104,2031-06-21,371,48391
9f605c36,P005,S101,2031-06-22,219,29806
76e329c6,P001,S102,2031-06-23,150,38924
c3720a37,P001,S102,2031-06-24,288,2191
1b28ac56,P001,S102,2031-06-25,197,1344
8796015b,P002,S101,2031-06-26,439,12868
339d229d,P005,S102,2031-06-27,451,41745
33a56470,P001,S102,2031-06-28,104,12773
83a26123,P002,S102,2031-06-29,412,40547
c32d3cea,P004,S102,2031-06-30,67,39084
5530ba75,P001,S103,2031-07-01,296,3930
7f9c5178,P002,S103,2031-07-02,432,35507
52647ea7,P001,S104,2031-07-03,496,36165
93053619,P003,S102,2031-07-04,497,47153
61d9ec5a,P005,S104,2031-07-05,91,39926
60430948,P004,S102,2031-07-06,305,16792
a294981f,P001,S102,2031-07-07,183,35389
bf3d2407,P005,S104,2031-07-08,495,8525
564216b0,P005,S101,2031-07-09,301,3052
83aa541b,P002,S101,2031-07-10,362,35966
28d53143,P003,S101,2031-07-11,490,40974
34ac71a5,P001,S101,2031-07-12,273,36491
d660c18a,P003,S104,2031-07-13,141,21039
03ece32a,P004,S104,2031-07-14,193,44588
eb8909ba,P002,S102,2031-07-15,268,25403
28372e9a,P004,S101,2031-07-16,483,11098
970533d2,P005,S101,2031-07-17,346,14498
db7114a7,P004,S104,2031-07-18,255,32240
90082af4,P003,S101,2031-07-19,72,48413
2ff7d31c,P004,S102,2031-07-20,267,29783
320c657a,P003,S101,2031-07-21,168,29121
2a68850a,P003,S101,2031-07-22,134,37576
befcdfb2,P002,S104,2031-07-23,52,30266
f49f9bad,P001,S102,2031-07-24,295,9161
81f33b0b,P005,S102,2031-07-25,299,10969
f3449420,P001,S103,2031-07-26,465,12595
81a4f459,P003,S104,2031-07-27,206,26652
1cf7af7f,P005,S103,2031-07-28,272,7733
3662b365,P005,S101,2031-07-29,170,24910
84dc7a60,P005,S101,2031-07-30,407,13542
7041775b,P004,S101,2031-07-31,92,39155
842b5038,P004,S102,2031-08-01,119,30995
d7089596,P001,S103,2031-08-02,273,30589
8895c481,P001,S102,2031-08-03,183,15675
73cbc0ea,P004,S103,2031-08-04,49,32137
999122d7,P003,S101,2031-08-05,375,3356
3df05389,P001,S103,2031-08-06,303,28681
fc977014,P002,S104,2031-08-07,136,18131
e865ca9a,P003,S102,2031-08-08,367,10903
0f8516da,P001,S104,2031-08-09,199,35596
721d3446,P005,S101,2031-08-10,121,36091
a8a9cccd,P002,S103,2031-08-11,88,21364
2cedaa92,P004,S104,2031-08-12,447,18796
09f57470,P005,S101,2031-08-13,49,35200
e920bd51,P004,S104,2031-08-14,89,48532
3c715a11,P002,S104,2031-08-15,356,18970
d129acc5,P002,S103,2031-08-16,445,8060
cd5ee37c,P002,S104,2031-08-17,75,36798
0715fecf,P004,S104,2031-08-18,330,28350
db8f98b2,P004,S102,2031-08-19,166,19880
128b7a02,P004,S104,2031-08-20,201,7405
32577f82,P004,S103,2031-08-21,163,42179
dcbcd50d,P005,S104,2031-08-22,175,4328
de4e6d79,P003,S103,2031-08-23,165,24946
75191d9e,P002,S101,2031-08-24,98,11213
a4883abf,P004,S102,2031-08-25,494,8750
982762eb,P001,S103,2031-08-26,236,2506
ef58af0e,P002,S102,2031-08-27,204,47332
798ab7da,P005,S103,2031-08-28,135,49225
d3f6447d,P003,S104,2031-08-29,470,20924
12bf2656,P003,S101,2031-08-30,199,11899
b052895d,P005,S104,2031-08-31,417,49048
019e7e2b,P001,S103,2031-09-01,253,44162
05bde8b4,P002,S102,2031-09-02,466,7177
07a3cc01,P001,S102,2031-09-03,365,46808
51573533,P005,S101,2031-09-04,373,39198
8e022dee,P001,S103,2031-09-05,334,28381
aa7d801d,P003,S102,2031-09-06,467,41123
d426b4f9,P002,S101,2031-09-07,163,19060
d8500a85,P004,S104,2031-09-08,435,7140
32014e90,P002,S101,2031-09-09,167,33958
8dc814b9,P001,S104,2031-09-10,449,31705
03fdd0eb,P003,S103,2031-09-11,314,48315
f35b69b9,P005,S103,2031-09-12,154,11725
7751f76c,P004,S102,2031-09-13,305,29557
c6cc5952,P003,S101,2031-09-14,189,5205
095b9453,P002,S101,2031-09-15,300,18951
de13802d,P002,S102,2031-09-16,65,22529
2cee0ada,P004,S103,2031-09-17,271,20204
8ce11961,P002,S104,2031-09-18,244,31950
a3ef00ab,P003,S102,2031-09-19,227,19904
56ddd18c,P003,S101,2031-09-20,369,40436
a54794e8,P005,S102,2031-09-21,175,32091
f6815ea2,P005,S102,2031-09-22,483,8695
f6c7796c,P005,S103,2031-09-23,175,15074
4e1aeae1,P005,S104,2031-09-24,430,16920
74c005c2,P002,S101,2031-09-25,174,8972
c0a9e246,P004,S104,2031-09-26,131,10462
0b4bcd54,P003,S104,2031-09-27,492,16248
654fcafb,P004,S102,2031-09-28,191,30161
ace3fa1d,P002,S103,2031-09-29,56,20458
3d695723,P005,S101,2031-09-30,218,20351
d1b46492,P004,S101,2031-10-01,195,22515
aefe0910,P004,S101,2031-10-02,143,21897
d9636465,P002,S104,2031-10-03,422,31932
72954c1a,P004,S104,2031-10-04,348,4297
d955761b,P004,S104,2031-10-05,184,16465
e2e63820,P005,S101,2031-10-06,147,43561
c0c992ac,P004,S104,2031-10-07,452,1361
72291e9c,P003,S101,2031-10-08,56,2617
f9406513,P004,S103,2031-10-09,135,41368
1922f6bd,P002,S101,2031-10-10,139,42357
c8504a85,P005,S101,2031-10-11,84,7405
77c1b9a4,P004,S103,2031-10-12,212,15435
70637621,P001,S101,2031-10-13,262,19059
b8d00514,P001,S102,2031-10-14,414,15287
81d07fe8,P004,S103,2031-10-15,168,45106
5283e7ef,P001,S101,2031-10-16,113,19138
8ad7f724,P005,S103,2031-10-17,235,16930
e572ad88,P001,S101,2031-10-18,255,11113
d30ed7d0,P003,S103,2031-10-19,400,40611
7d275a2d,P001,S102,2031-10-20,54,35653
0a220209,P005,S102,2031-10-21,463,5714
cc72efa8,P001,S102,2031-10-22,141,13437
442a31c5,P001,S104,2031-10-23,191,33153
0daedcd6,P003,S102,2031-10-24,313,38015
332f4e0b,P004,S103,2031-10-25,373,32206
d7921499,P004,S103,2031-10-26,453,12404
df31c960,P002,S103,2031-10-27,326,38439
21e2a929,P003,S103,2031-10-28,282,49423
3cbc9a39,P001,S102,2031-10-29,252,31061
beb55bd2,P003,S104,2031-10-30,285,27987
47e4d12f,P004,S103,2031-10-31,46,34149
a5a7aa41,P002,S101,2031-11-01,125,5842
d1a04b7c,P003,S104,2031-11-02,431,21080
7ed2036e,P002,S101,2031-11-03,428,37855
306e3430,P002,S102,2031-11-04,366,14875
01b1173f,P001,S103,2031-11-05,248,3273
e35969c0,P002,S104,2031-11-06,383,28446
d4a5dc2d,P001,S102,2031-11-07,20,45743
d79ba237,P001,S104,2031-11-08,391,36904
03febaf3,P004,S102,2031-11-09,293,45980
3d439ee6,P004,S101,2031-11-10,275,25904
4eeafb5d,P002,S103,2031-11-11,474,17916
662d0297,P001,S104,2031-11-12,191,14689
19b4c4dc,P001,S104,2031-11-13,354,7692
db5a8b8f,P002,S104,2031-11-14,63,48610
27f76a3a,P005,S102,2031-11-15,401,32728
b7625e30,P005,S101,2031-11-16,495,5415
166e9644,P001,S104,2031-11-17,494,31647
963d1b35,P001,S102,2031-11-18,319,48414
52345509,P005,S101,2031-11-19,130,4864
3dae566d,P004,S104,2031-11-20,346,9814
67ffb54e,P003,S103,2031-11-21,115,2508
64bc7d28,P004,S102,2031-11-22,23,12669
18965808,P003,S101,2031-11-23,453,2042
a95e3ca7,P004,S103,2031-11-24,172,11504
012e129b,P003,S102,2031-11-25,243,7639
2d16d000,P002,S103,2031-11-26,187,10773
6b9bd634,P003,S103,2031-11-27,279,43821
86c18038,P002,S104,2031-11-28,28,3054
98508daf,P005,S102,2031-11-29,284,37596
de2672e6,P001,S104,2031-11-30,457,30792
ba882c34,P001,S101,2031-12-01,102,7080
363c1059,P002,S101,2031-12-02,228,14345
55c7453f,P004,S101,2031-12-03,290,12272
8cd17c27,P003,S101,2031-12-04,462,31264
76596da5,P001,S102,2031-12-05,374,13515
5aff48e0,P002,S101,2031-12-06,351,38813
59bfe76d,P004,S101,2031-12-07,65,22674
70c259b5,P001,S104,2031-12-08,138,20997
612a61bf,P001,S104,2031-12-09,169,17483
542306d6,P004,S102,2031-12-10,341,44839
1e16a707,P003,S104,2031-12-11,373,8939
704611c8,P002,S103,2031-12-12,466,9260
49553ab1,P003,S104,2031-12-13,307,27267
74662f72,P005,S101,2031-12-14,98,20576
f02b9e2d,P001,S101,2031-12-15,435,33912
a34ecc8d,P001,S103,2031-12-16,46,12403
9818c73a,P002,S103,2031-12-17,14,37068
ab4f90e7,P003,S104,2031-12-18,66,42033
6c34287f,P001,S102,2031-12-19,283,5915
9be81b6c,P001,S104,2031-12-20,241,5086
6b1964cb,P003,S103,2031-12-21,478,17130
e996c823,P003,S104,2031-12-22,308,47883
98312b36,P001,S102,2031-12-23,268,44440
a7fee431,P005,S104,2031-12-24,391,13464
200c377f,P001,S101,2031-12-25,397,37343
680c80b6,P005,S104,2031-12-26,151,48789
c8c02c60,P004,S101,2031-12-27,199,5332
18054e69,P002,S102,2031-12-28,94,35464
293f9a8a,P001,S101,2031-12-29,386,21607
2990bf5c,P004,S103,2031-12-30,458,36324
6828dea1,P002,S103,2031-12-31,382,42842
bd3c5689,P002,S101,2032-01-01,110,22856
410d8947,P001,S103,2032-01-02,33,19764
a37bd0dc,P002,S102,2032-01-03,452,1079
c0ddf741,P003,S102,2032-01-04,287,49180
855e8d50,P004,S101,2032-01-05,351,39011
f16d69c9,P001,S101,2032-01-06,446,31088
6d191baa,P005,S103,2032-01-07,470,41130
19e39ab3,P004,S104,2032-01-08,24,9401
72eb96e1,P001,S101,2032-01-09,319,44930
048a7e04,P003,S103,2032-01-10,93,49824
af6262f7,P004,S104,2032-01-11,96,34739
0c4857d7,P004,S104,2032-01-12,431,28434
87c71299,P002,S104,2032-01-13,147,38182
1da89cc7,P002,S101,2032-01-14,151,45642
d464ef0d,P005,S102,2032-01-15,164,42037
7c9a45cc,P002,S101,2032-01-16,452,22533
0b389227,P005,S103,2032-01-17,101,20129
9b5b1fd2,P004,S104,2032-01-18,458,8082
e8870c73,P001,S104,2032-01-19,234,6607
1595b96f,P004,S103,2032-01-20,465,25509
c3938bc4,P001,S104,2032-01-21,395,7184
caa53f4d,P004,S101,2032-01-22,305,37610
f28a6ef5,P005,S104,2032-01-23,446,27018
2ab3010b,P001,S104,2032-01-24,37,1264
b5274f01,P002,S103,2032-01-25,410,17465
09cfe437,P004,S102,2032-01-26,143,17306
605ef790,P004,S104,2032-01-27,486,12399
7c31ea9b,P001,S102,2032-01-28,108,48022
8393a331,P005,S101,2032-01-29,398,2689
9764b515,P003,S104,2032-01-30,20,16500
af682718,P004,S104,2032-01-31,374,37810
7622ad6b,P002,S101,2032-02-01,106,36006
5808c9bf,P003,S103,2032-02-02,168,44758
4246fe48,P005,S101,2032-02-03,345,4866
83b09a83,P004,S104,2032-02-04,364,44654
687cd798,P001,S101,2032-02-05,93,29764
572a59e9,P004,S102,2032-02-06,205,5087
6406bc38,P004,S101,2032-02-07,496,32750
0a5ac3f7,P002,S104,2032-02-08,499,14643
57745293,P003,S102,2032-02-09,301,47364
40a75c6e,P004,S103,2032-02-10,340,15172
2e938361,P005,S101,2032-02-11,332,34165
d9438c03,P002,S104,2032-02-12,433,22784
8296c90f,P002,S101,2032-02-13,11,27099
7c5ec391,P001,S103,2032-02-14,217,8122
15d11643,P002,S103,2032-02-15,465,37750
18c5d0bd,P004,S104,2032-02-16,275,13443
a646c666,P002,S104,2032-02-17,359,49149
84e05a2a,P004,S104,2032-02-18,423,14941
0c65e468,P003,S101,2032-02-19,124,37591
ddf9d5f4,P003,S103,2032-02-20,165,33332
a7320eaa,P004,S102,2032-02-21,487,42390
12422cc6,P002,S102,2032-02-22,69,18118
661fcb0d,P004,S104,2032-02-23,189,22400
d6e4f109,P002,S104,2032-02-24,71,27654
3f416c07,P005,S101,2032-02-25,186,5588
b65c098e,P004,S102,2032-02-26,184,19768
c5e898e5,P002,S104,2032-02-27,472,49345
0bfae317,P001,S101,2032-02-28,236,17254
e5895647,P004,S104,2032-02-29,61,27134
7b69d24c,P004,S103,2032-03-01,464,20413
ddf98e6e,P002,S101,2032-03-02,343,47740
65e99968,P001,S103,2032-03-03,209,2741
518520d8,P004,S104,2032-03-04,485,42712
a1f16f50,P005,S104,2032-03-05,214,8269
e70e4e7e,P002,S102,2032-03-06,270,35294
8bdbada3,P001,S102,2032-03-07,308,48753
8a3721a1,P005,S104,2032-03-08,59,49955
314abdd4,P005,S103,2032-03-09,47,34055
32a8e520,P002,S101,2032-03-10,491,45309
797f59b2,P003,S104,2032-03-11,59,14817
95c856e7,P003,S101,2032-03-12,346,34821
d800e47b,P003,S103,2032-03-13,461,25780
ca4f8a02,P001,S101,2032-03-14,440,28322
d01a65d6,P004,S103,2032-03-15,284,21839
0b46d0c7,P005,S104,2032-03-16,488,42720
3f40f5a0,P002,S104,2032-03-17,100,49895
9db0e589,P002,S104,2032-03-18,199,43062
eeab72c3,P005,S104,2032-03-19,434,30819
c1956795,P005,S103,2032-03-20,122,9375
2ef286d0,P003,S101,2032-03-21,290,5769
d80e3b3c,P001,S103,2032-03-22,62,13888
96ce126c,P004,S103,2032-03-23,228,41992
e76356c6,P002,S102,2032-03-24,188,8189
c366faf6,P003,S103,2032-03-25,219,5587
67179ea4,P005,S103,2032-03-26,109,16001
2700bb73,P002,S104,2032-03-27,189,7502
92f1f765,P001,S102,2032-03-28,257,19086
ec785a79,P001,S101,2032-03-29,234,48302
1f925816,P003,S104,2032-03-30,364,29068
2ffbfa75,P003,S104,2032-03-31,180,8875
33d7c084,P005,S101,2032-04-01,344,34638
ca94a2cb,P003,S102,2032-04-02,412,16614
336ab71e,P005,S103,2032-04-03,197,26157
307ecf1d,P004,S103,2032-04-04,204,42492
